Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2
19710304	0.138	-9999.000	0.0	-15.0	0.00	0.00	408.6	0.93	126.8	0.0	0.0	4.4	0.000	0.000	0.138
19710305	0.133	-9999.000	0.0	-20.0	0.00	0.00	408.6	0.93	126.8	0.0	0.0	4.3	0.000	0.000	0.133
19710306	0.129	-9999.000	0.0	-21.0	0.00	0.00	408.6	0.93	126.8	0.0	0.0	4.1	0.000	0.000	0.129
19710307	0.126	-9999.000	0.0	-15.0	0.00	0.00	408.6	0.93	126.8	0.0	0.0	4.0	0.000	0.000	0.126
19710308	0.122	-9999.000	0.0	-9.5	0.00	0.00	408.6	0.93	126.8	0.0	0.0	3.9	0.000	0.000	0.122
19710309	0.118	-9999.000	0.0	-10.0	0.00	0.00	408.6	0.93	126.8	0.0	0.0	3.8	0.000	0.000	0.118
19710310	0.115	-9999.000	0.0	-8.2	0.00	0.05	408.6	0.93	126.8	0.0	0.0	3.7	0.000	0.000	0.115
19710311	0.111	-9999.000	0.0	-7.7	0.00	0.07	408.6	0.93	126.8	0.0	0.0	3.6	0.000	0.000	0.111
19710312	0.108	-9999.000	0.0	-6.0	0.00	0.15	408.6	0.93	126.8	0.0	0.0	3.4	0.000	0.000	0.108
19710313	0.105	-9999.000	0.1	-4.5	0.00	0.23	408.7	0.93	126.8	0.0	0.0	3.3	0.000	0.000	0.105
19710314	0.102	-9999.000	5.3	-5.0	0.00	0.20	414.5	0.93	126.8	0.0	0.0	3.2	0.000	0.000	0.102
19710315	0.099	-9999.000	3.7	-5.5	0.00	0.18	418.5	0.93	126.8	0.0	0.0	3.1	0.000	0.000	0.099
19710316	0.096	-9999.000	0.0	-4.8	0.00	0.22	418.5	0.93	126.8	0.0	0.0	3.1	0.000	0.000	0.096
19710317	0.093	-9999.000	0.0	-4.0	0.00	0.27	418.5	0.93	126.8	0.0	0.0	3.0	0.000	0.000	0.093
19710318	0.090	-9999.000	31.2	-4.4	0.00	0.26	452.3	0.93	126.8	0.0	0.0	2.9	0.000	0.000	0.090
19710319	0.087	-9999.000	33.2	-3.3	0.00	0.34	488.3	0.93	126.8	0.0	0.0	2.8	0.000	0.000	0.087
19710320	0.100	-9999.000	120.8	-1.9	0.00	0.44	617.0	0.93	127.6	1.2	0.0	3.9	0.000	0.000	0.100
19710321	0.131	-9999.000	50.3	-0.7	0.00	0.53	669.1	0.93	128.1	1.0	0.0	4.8	0.000	0.000	0.131
19710322	0.153	-9999.000	5.8	-1.3	0.00	0.51	674.5	0.93	128.3	0.6	0.0	5.3	0.000	0.000	0.153
19710323	0.160	-9999.000	0.0	-4.1	0.00	0.31	674.5	0.93	128.3	0.0	0.0	5.1	0.000	0.000	0.160
19710324	0.155	-9999.000	0.0	-4.0	0.00	0.33	674.5	0.93	128.3	0.0	0.0	5.0	0.000	0.000	0.155
19710325	0.154	-9999.000	0.0	-0.6	0.00	0.61	674.1	0.93	128.4	0.3	0.0	5.1	0.000	0.000	0.154
19710326	0.155	-9999.000	0.0	-5.3	0.00	0.23	674.1	0.93	128.4	0.0	0.0	5.0	0.000	0.000	0.155
19710327	0.151	-9999.000	0.0	-6.2	0.00	0.15	674.1	0.93	128.4	0.0	0.0	4.8	0.000	0.000	0.151
19710328	0.146	-9999.000	0.0	-5.9	0.00	0.18	674.1	0.93	128.4	0.0	0.0	4.7	0.000	0.000	0.146
19710329	0.142	-9999.000	0.0	-5.3	0.00	0.23	674.1	0.93	128.4	0.0	0.0	4.5	0.000	0.000	0.142
19710330	0.137	-9999.000	0.3	-3.3	0.00	0.42	674.4	0.93	128.4	0.0	0.0	4.4	0.000	0.000	0.137
19710331	0.133	-9999.000	0.9	-2.3	0.00	0.53	675.4	0.93	128.4	0.0	0.0	4.3	0.000	0.000	0.133
19710401	0.129	-9999.000	0.0	-3.1	0.00	0.45	675.4	0.93	128.4	0.0	0.0	4.1	0.000	0.000	0.129
19710402	0.127	-9999.000	1.1	-1.1	0.00	0.67	676.4	0.93	128.5	0.1	0.0	4.1	0.000	0.000	0.127
19710403	0.140	-9999.000	24.2	-1.5	0.00	0.64	700.7	0.90	128.9	1.3	0.0	5.3	0.000	0.000	0.140
19710404	0.162	-9999.000	4.9	-1.6	0.01	0.63	705.7	0.90	129.0	0.2	0.0	5.3	0.000	0.000	0.162
19710405	0.163	-9999.000	0.0	-1.3	0.01	0.68	705.6	0.90	129.0	0.1	0.0	5.3	0.000	0.000	0.163
19710406	0.167	-9999.000	0.0	0.7	0.01	0.92	704.8	0.90	129.2	0.6	0.0	5.7	0.000	0.000	0.167
19710407	0.183	-9999.000	0.9	0.5	0.01	0.90	704.7	0.90	129.4	0.8	0.0	6.3	0.000	0.000	0.183
19710408	0.206	-9999.000	0.0	1.1	0.01	1.00	703.2	0.90	129.6	1.2	0.0	7.3	0.000	0.000	0.206
19710409	0.248	-9999.000	0.0	2.4	0.02	1.18	700.8	0.90	130.0	2.0	0.2	8.8	0.000	0.005	0.243
19710410	0.323	-9999.000	0.0	3.6	0.02	1.35	697.6	0.90	130.4	2.7	1.0	10.3	0.000	0.034	0.289
19710411	0.408	-9999.000	0.0	2.9	0.02	1.28	695.0	0.87	130.8	2.2	1.3	11.8	0.000	0.073	0.335
19710412	0.459	-9999.000	0.0	1.9	0.04	1.16	693.1	0.87	131.0	1.6	1.1	13.2	0.000	0.080	0.379
19710413	0.491	-9999.000	0.0	2.2	0.04	1.21	691.1	0.87	131.2	1.8	1.0	14.5	0.000	0.070	0.421
19710414	0.539	-9999.000	0.0	3.1	0.05	1.36	688.5	0.87	131.5	2.3	1.4	15.9	0.000	0.076	0.462
19710415	0.609	-9999.000	0.0	3.6	0.05	1.45	685.6	0.87	131.8	2.5	2.0	17.1	0.000	0.106	0.503
19710416	0.704	-9999.000	0.5	4.8	0.06	1.64	682.4	0.87	132.1	3.3	3.3	18.4	0.000	0.163	0.541
19710417	0.816	-9999.000	7.8	1.5	0.04	1.18	686.8	0.87	132.4	3.1	4.3	19.6	0.000	0.237	0.579
19710418	0.887	-9999.000	0.0	1.8	0.04	1.26	684.6	0.87	132.6	1.9	4.1	20.8	0.000	0.271	0.616
19710419	0.925	-9999.000	0.0	2.4	0.05	1.39	682.1	0.84	132.8	2.3	4.3	21.9	0.000	0.273	0.651
19710420	0.995	-9999.000	0.0	3.7	0.11	1.65	678.5	0.84	133.0	3.2	5.4	23.0	0.000	0.309	0.686
19710421	1.120	-9999.000	0.0	4.4	0.12	1.81	673.8	0.84	133.4	4.3	7.4	24.1	0.000	0.401	0.719
19710422	1.298	-9999.000	2.4	3.7	0.11	1.72	670.5	0.84	133.8	5.2	10.1	25.1	0.000	0.547	0.752
19710423	2.173	-9999.000	44.3	0.9	0.08	1.21	678.9	0.84	137.3	32.6	38.4	26.1	0.000	1.390	0.783
19710424	3.222	-9999.000	4.5	-0.2	0.06	1.00	681.0	0.84	137.4	2.4	36.7	27.1	0.000	2.409	0.814
19710425	3.120	-9999.000	0.0	-1.5	0.05	0.73	681.0	0.84	137.3	0.0	32.8	28.0	0.000	2.277	0.843
19710426	3.136	-9999.000	16.1	0.2	0.07	1.08	687.5	0.84	138.0	9.5	38.0	28.9	0.000	2.264	0.872
19710427	3.720	-9999.000	21.1	1.0	0.08	1.26	687.9	0.84	139.5	19.2	52.0	29.8	0.000	2.820	0.900
19710428	4.180	-9999.000	0.0	0.4	0.07	1.13	686.7	0.84	139.5	1.1	48.2	30.7	0.000	3.253	0.927
19710429	4.149	-9999.000	4.2	2.4	0.10	1.61	682.8	0.84	140.0	7.6	50.7	31.5	0.000	3.195	0.953
19710430	6.035	-9999.000	29.2	2.1	0.10	1.55	681.1	0.84	141.7	29.0	70.2	32.3	1.185	3.871	0.979
19710501	12.344	-9999.000	33.2	1.2	0.08	1.33	680.1	0.84	143.4	32.6	84.0	33.1	6.061	5.280	1.003
19710502	16.013	-9999.000	3.2	2.7	0.11	1.71	675.3	0.84	143.6	7.7	77.4	33.9	9.140	5.846	1.027
19710503	12.365	-9999.000	3.4	1.8	0.09	1.48	672.0	0.84	143.8	6.5	72.7	34.6	6.024	5.291	1.050
19710504	10.588	-9999.000	10.1	1.2	0.08	1.32	669.8	0.84	144.2	11.8	73.1	35.4	4.496	5.019	1.073
19710505	9.356	-9999.000	0.0	1.7	0.09	1.46	666.6	0.84	144.2	3.1	68.1	36.1	3.432	4.829	1.095
19710506	7.182	-9999.000	0.0	3.8	0.12	2.04	660.0	0.84	144.3	6.4	67.1	36.7	1.569	4.497	1.116
19710507	7.282	-9999.000	0.0	6.6	0.17	2.86	649.0	0.84	144.4	10.7	69.1	37.4	1.636	4.509	1.137
19710508	8.732	-9999.000	0.0	8.4	0.20	3.41	635.8	0.80	144.6	12.9	71.6	38.0	2.850	4.725	1.157
19710509	10.162	-9999.000	0.0	8.5	0.35	3.48	622.4	0.80	144.5	13.0	73.1	38.6	4.047	4.939	1.176
19710510	11.680	-9999.000	2.6	9.3	0.37	3.75	607.9	0.80	144.6	16.8	76.3	39.2	5.320	5.166	1.195
19710511	13.900	-9999.000	12.1	4.9	0.23	2.41	600.0	0.80	144.8	19.4	79.8	39.8	7.188	5.499	1.213
19710512	14.211	-9999.000	0.2	5.7	0.26	2.67	590.9	0.80	144.7	9.1	75.7	40.4	7.437	5.543	1.231
19710513	14.553	-9999.000	14.1	7.2	0.30	3.17	579.8	0.75	145.0	24.7	82.6	40.9	7.713	5.592	1.248
19710514	16.314	-9999.000	3.2	6.4	0.41	2.92	570.4	0.75	144.8	12.5	79.4	41.5	9.194	5.856	1.265
19710515	15.532	-9999.000	8.3	6.7	0.42	3.04	560.5	0.75	144.7	17.8	80.7	42.0	8.516	5.735	1.281
19710516	14.730	-9999.000	0.0	5.9	0.37	2.77	551.8	0.75	144.4	8.6	76.0	42.5	7.822	5.612	1.296
19710517	13.981	-9999.000	9.3	7.4	0.44	3.30	540.9	0.75	144.2	19.8	79.8	43.0	7.173	5.496	1.312
19710518	15.662	-9999.000	7.9	6.6	0.40	3.03	531.1	0.75	144.1	17.3	80.7	43.4	8.588	5.748	1.326
19710519	15.379	-9999.000	2.2	7.0	0.41	3.18	520.8	0.75	143.8	12.4	78.2	43.9	8.335	5.703	1.341
19710520	16.087	-9999.000	15.1	7.0	0.41	3.18	510.6	0.70	143.8	25.0	84.2	44.3	8.924	5.808	1.355
19710521	16.819	-9999.000	2.1	5.2	0.44	2.50	503.5	0.70	143.4	9.1	78.4	44.8	9.535	5.917	1.368
19710522	15.764	-9999.000	16.1	4.6	0.40	2.26	497.2	0.70	143.4	22.0	82.6	45.2	8.627	5.755	1.381
19710523	17.609	-9999.000	15.1	3.5	0.32	1.82	492.5	0.70	143.4	19.5	83.6	45.6	10.183	6.032	1.394
19710524	21.691	-9999.000	38.3	2.4	0.24	1.36	489.2	0.70	144.0	40.8	96.9	46.0	13.637	6.648	1.406
19710525	25.852	-9999.000	18.1	2.4	0.24	1.33	485.9	0.70	144.1	21.1	93.1	46.4	17.158	7.276	1.418
19710526	24.395	-9999.000	21.1	2.3	0.23	1.25	482.7	0.70	144.3	23.9	92.5	46.7	15.912	7.054	1.430
19710527	21.000	-9999.000	2.6	1.9	0.19	1.05	480.1	0.70	144.2	5.2	81.0	47.1	13.020	6.538	1.441
19710528	14.986	-9999.000	4.7	1.9	0.18	1.01	477.4	0.70	144.1	7.3	75.3	47.4	7.907	5.627	1.452
19710529	10.695	-9999.000	1.6	-0.3	0.01	0.04	478.2	0.70	144.1	0.9	68.1	47.8	4.257	4.976	1.462
19710530	7.019	-9999.000	0.0	2.3	0.20	1.10	475.2	0.70	143.9	3.0	65.1	48.1	1.128	4.418	1.473
19710531	5.778	-9999.000	0.0	4.5	0.36	2.03	469.0	0.70	143.6	6.1	65.1	48.4	0.066	4.229	1.483
19710601	6.335	-9999.000	0.0	7.1	0.55	3.17	459.4	0.70	143.0	9.6	67.3	48.7	0.531	4.312	1.492
19710602	7.745	-9999.000	2.7	6.6	0.50	2.92	451.0	0.64	142.6	11.1	69.4	49.0	1.719	4.524	1.502
19710603	9.268	-9999.000	4.1	7.3	0.73	3.23	442.0	0.64	142.0	13.0	71.8	49.3	3.004	4.753	1.511
19710604	10.880	-9999.000	4.0	8.6	0.85	3.82	431.5	0.64	141.2	14.5	74.1	49.6	4.365	4.995	1.520
19710605	12.961	-9999.000	10.1	7.6	0.73	3.33	422.1	0.64	140.8	19.1	78.3	49.9	6.124	5.309	1.528
19710606	16.122	-9999.000	17.1	6.2	0.58	2.64	414.5	0.64	140.7	24.2	83.9	50.2	8.799	5.786	1.536
19710607	16.412	-9999.000	0.1	5.5	0.49	2.27	407.8	0.64	140.2	6.8	76.8	50.4	9.039	5.829	1.545
19710608	14.363	-9999.000	9.9	6.7	0.60	2.83	399.6	0.64	140.0	17.8	79.1	50.7	7.294	5.517	1.552
19710609	19.497	-9999.000	36.2	6.2	0.55	2.55	392.6	0.57	140.6	42.1	95.0	50.9	11.644	6.293	1.560
19710610	25.311	-9999.000	21.1	3.0	0.26	0.90	389.4	0.57	140.9	23.6	93.5	51.1	16.572	7.171	1.567
19710611	22.067	-9999.000	5.3	2.2	0.13	0.44	387.2	0.57	141.0	7.4	82.9	51.4	13.813	6.680	1.574
19710612	15.420	-9999.000	0.0	2.4	0.14	0.48	384.7	0.57	140.8	2.5	73.6	51.6	8.166	5.673	1.581
19710613	10.512	-9999.000	0.0	4.3	0.41	1.41	380.1	0.57	140.4	4.6	69.3	51.8	3.994	4.929	1.588
19710614	12.893	-9999.000	31.2	4.1	0.36	1.25	375.7	0.57	141.0	34.6	84.7	52.0	6.010	5.289	1.595
19710615	19.325	-9999.000	19.1	3.6	0.27	0.93	371.9	0.57	141.4	22.4	86.5	52.2	11.464	6.261	1.601
19710616	17.911	-9999.000	2.8	3.1	0.17	0.60	368.7	0.57	141.3	6.0	77.9	52.4	10.258	6.046	1.607
19710617	13.236	-9999.000	3.0	3.3	0.19	0.66	365.2	0.57	141.2	6.4	73.0	52.6	6.285	5.338	1.613
19710618	9.887	-9999.000	0.1	2.9	0.12	0.40	362.2	0.57	141.0	3.2	68.1	52.8	3.439	4.830	1.619
19710619	8.201	-9999.000	5.6	4.0	0.28	0.96	357.9	0.57	140.9	9.7	69.1	53.0	2.002	4.574	1.624
19710620	8.764	-9999.000	0.0	9.4	1.13	3.91	347.7	0.57	139.8	10.2	69.9	53.1	2.476	4.659	1.630
19710621	9.336	-9999.000	0.0	9.8	1.16	4.10	337.1	0.57	138.7	10.6	70.7	53.3	2.957	4.744	1.635
19710622	10.000	-9999.000	0.0	11.0	1.31	4.74	325.2	0.57	137.4	11.9	72.0	53.5	3.516	4.844	1.640
19710623	11.409	-9999.000	4.5	11.0	1.26	4.72	313.2	0.57	136.3	16.3	75.3	53.6	4.708	5.056	1.645
19710624	14.157	-9999.000	13.1	8.6	0.88	3.34	303.9	0.57	136.1	21.7	80.6	53.8	7.035	5.471	1.650
19710625	15.952	-9999.000	4.3	9.7	1.02	3.93	293.4	0.57	135.3	14.6	79.5	53.9	8.555	5.742	1.655
19710626	15.065	-9999.000	1.7	10.0	1.03	4.07	282.6	0.57	134.3	12.5	77.5	54.1	7.798	5.607	1.659
19710627	13.377	-9999.000	0.0	8.1	0.73	2.95	273.8	0.57	133.6	8.8	74.1	54.2	6.362	5.351	1.664
19710628	11.603	-9999.000	0.0	8.7	0.79	3.26	264.4	0.57	132.8	9.4	72.5	54.3	4.853	5.082	1.668
19710629	10.211	-9999.000	0.0	6.1	0.41	1.72	257.9	0.57	132.4	6.6	69.9	54.5	3.668	4.871	1.672
19710630	9.205	-9999.000	6.7	3.1	0.00	0.00	254.6	0.57	132.8	9.6	70.0	54.6	2.811	4.718	1.676
19710701	8.434	-9999.000	0.0	4.2	0.12	0.52	250.2	0.50	132.7	4.4	67.1	54.7	2.153	4.601	1.680
19710702	7.146	-9999.000	0.0	7.1	0.68	2.18	243.7	0.50	132.0	6.6	66.6	54.9	1.057	4.406	1.684
19710703	7.123	-9999.000	0.0	8.9	0.99	3.20	235.4	0.50	131.1	8.3	67.3	55.0	1.034	4.402	1.687
19710704	7.697	-9999.000	0.0	10.0	1.17	3.82	226.1	0.50	129.9	9.3	68.4	55.1	1.518	4.488	1.691
19710705	8.609	-9999.000	0.0	12.0	1.48	4.98	214.9	0.50	128.4	11.2	70.2	55.2	2.289	4.625	1.694
19710706	10.829	-9999.000	9.3	11.0	1.27	4.35	204.6	0.50	127.9	18.8	75.7	55.3	4.171	4.961	1.698
19710707	12.701	-9999.000	0.0	12.0	1.41	4.93	193.3	0.50	126.5	11.2	74.5	55.4	5.756	5.243	1.701
19710708	12.384	-9999.000	0.0	14.0	1.69	6.11	180.5	0.38	124.8	12.8	74.8	55.5	5.485	5.195	1.704
19710709	12.020	-9999.000	0.0	14.0	2.35	6.09	170.7	0.38	122.5	9.8	73.2	55.6	5.173	5.139	1.707
19710710	11.244	-9999.000	0.0	15.0	2.51	6.68	160.2	0.38	120.0	10.6	72.6	55.7	4.513	5.022	1.710
19710711	10.927	-9999.000	0.0	15.0	2.40	6.65	149.6	0.38	117.6	10.6	72.3	55.8	4.241	4.973	1.713
19710712	10.767	-9999.000	1.0	14.0	2.08	6.01	139.8	0.38	115.6	10.7	72.2	55.9	4.102	4.949	1.716
19710713	10.330	-9999.000	0.0	12.0	1.58	4.74	131.4	0.38	114.0	8.4	70.7	56.0	3.730	4.882	1.718
19710714	9.534	-9999.000	0.0	12.0	1.52	4.71	123.0	0.38	112.5	8.4	69.9	56.0	3.052	4.761	1.721
19710715	8.929	-9999.000	0.0	13.0	1.66	5.30	115.3	0.27	110.8	7.7	68.9	56.1	2.536	4.669	1.724
19710716	8.281	-9999.000	0.0	14.0	2.43	5.90	108.4	0.27	108.4	6.9	67.9	56.2	1.984	4.571	1.726
19710717	10.157	-9999.000	19.1	13.0	2.16	5.25	102.0	0.27	109.8	22.0	76.3	56.3	3.574	4.854	1.729
19710718	13.585	-9999.000	12.1	9.8	1.34	3.23	97.2	0.27	110.6	14.6	76.9	56.4	6.481	5.373	1.731
19710719	12.343	-9999.000	0.0	8.7	1.05	2.54	93.0	0.27	109.6	4.2	71.1	56.4	5.426	5.184	1.733
19710720	9.025	-9999.000	0.0	7.6	0.75	1.85	89.4	0.27	108.8	3.6	67.2	56.5	2.607	4.682	1.735
19710721	7.636	-9999.000	6.5	7.0	0.60	1.47	86.1	0.27	109.5	8.6	67.9	56.6	1.427	4.472	1.737
19710722	7.279	-9999.000	0.2	8.8	1.05	2.57	81.9	0.27	108.5	4.4	65.8	56.6	1.122	4.417	1.740
19710723	7.067	-9999.000	7.2	9.0	1.09	2.68	77.6	0.27	108.8	10.2	68.0	56.7	0.941	4.385	1.742
19710724	7.425	-9999.000	0.3	10.0	1.32	3.28	72.7	0.27	107.5	5.1	66.3	56.8	1.243	4.439	1.743
19710725	6.447	-9999.000	0.0	12.0	1.77	4.47	68.5	0.18	105.7	4.2	64.5	56.8	0.424	4.277	1.745
19710726	5.907	-9999.000	0.0	14.0	2.67	5.65	64.0	0.18	103.1	4.5	63.1	56.9	0.013	4.147	1.747
19710727	5.817	-9999.000	0.0	15.0	2.86	6.22	59.1	0.18	100.2	4.9	62.2	56.9	0.000	4.068	1.749
